year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2004,1,3,2,0,1370,1368,attached,403,0,False,False,True,True,831,Lori Turnpike,,Port Daniel,10298,173884.0
2011,3,3,2,1,1583,1674,attached,460,0,True,False,True,True,57651,Becky Tunnel,,Port Andrealand,11295,342719.0
1991,1,3,1,1,1079,1082,attached,397,0,False,False,True,True,9715,Hardy Inlet,,Port Daniel,10298,161283.0
2004,1,3,2,0,1580,1634,attached,457,0,False,False,True,True,752,Ford Port,,Port Daniel,10298,226796.0
1983,1,2,2,0,1440,1686,none,0,0,False,False,True,True,7689,Allison Drives,,Port Daniel,10298,6302.0
2011,3,3,2,1,1233,1311,attached,268,0,True,False,True,True,20600,Schultz Street,,Port Andrealand,11295,302401.0
1990,2,2,2,0,2470,3059,attached,577,0,True,False,True,False,974,Smith Land,,Lake Carolyn,11140,478799.0
1990,2,3,2,1,2148,2150,attached,487,0,True,True,True,True,731,Clark Dale,,Lake Carolyn,11140,321303.0
1960,1,5,2,1,2206,2415,none,0,0,False,False,False,False,73942,Rodgers Forge,,Lake Carolyn,11140,239404.0
1949,1,3,1,1,2476,2472,attached,437,0,True,False,False,False,3552,Anderson Circle,,Lake Carolyn,11140,252002.0
1992,1,3,1,1,1252,1274,attached,463,0,True,True,True,True,45024,Pham Station,,Lake Carolyn,11140,264600.0
1938,1,2,1,1,889,1482,attached,396,0,True,False,False,False,26446,Long Drive,,Lake Carolyn,11140,123480.0
1973,1,4,1,1,1290,1293,attached,273,0,False,False,True,True,574,Amanda Drives,,Lake Carolyn,11140,245703.0
1932,1,2,1,0,824,824,detached,334,0,True,False,False,False,9684,Clark Gardens,,Lake Carolyn,11140,160650.0
1961,1,3,1,0,1125,1117,attached,237,0,False,False,False,False,3580,Timothy Junctions,,Lake Carolyn,11140,157501.0
1948,1,2,1,0,894,1252,none,0,0,False,False,False,False,95,Villanueva Ferry,,Lake Carolyn,11140,157503.0
1975,1,1,1,0,555,553,none,0,0,False,False,True,True,3622,Johnson Street,,Lake Carolyn,11140,64260.0
1981,1,3,2,0,1625,1755,attached,694,0,True,False,True,True,851,Natasha Court,,Lake Carolyn,11140,302402.0
1951,1,2,1,0,978,1253,none,0,0,True,False,False,False,18131,Pham Station,,Lake Carolyn,11140,187740.0
1946,1,4,2,0,1959,2316,attached,322,0,True,False,False,False,48282,Adam Ferry,,Lake Carolyn,11140,258303.0
2011,2,3,3,0,2696,3082,none,0,0,True,False,True,True,1203,Christopher Roads,,Brownport,10510,976498.0
1977,1,2,2,0,806,803,none,0,240,False,False,True,True,5349,Owens Cliffs,3501.0,Lake Christinaport,11203,28354.0
2007,1,3,2,0,1598,1595,none,0,662,False,False,True,True,4366,Harding Islands,957.0,Lake Christinaport,11203,75598.0
1976,1,2,2,0,1295,1290,none,0,594,False,False,True,True,22687,Graham Shores,,East Amychester,11205,28348.0
2014,1,2,2,1,2161,2236,attached,428,0,False,False,True,True,92640,Williams Ways,,East Lucas,11911,389966.0
2015,1,2,2,1,2158,2231,attached,433,0,False,False,True,True,916,Roberts Run,,East Lucas,11911,456124.0
2015,1,2,2,1,2162,2228,attached,428,0,False,False,True,True,531,Roberts Run,,East Lucas,11911,391227.0
2016,1,2,2,0,2044,2080,attached,425,0,False,False,True,True,632,Roberts Run,,East Lucas,11911,375484.0
2014,1,2,2,0,1856,1886,attached,446,0,False,False,True,True,965,Roberts Run,,East Lucas,11911,340831.0
2014,1,2,2,1,2163,2232,attached,432,0,False,False,True,True,14502,Steven Shoals,,East Lucas,11911,374220.0
2015,1,2,2,1,2167,2237,attached,434,0,False,False,True,True,1210,Roberts Run,,East Lucas,11911,408241.0
2011,2,3,2,1,1646,1739,attached,436,0,False,False,True,True,157,Brooke Mountains,3501.0,Port Andrealand,11295,412022.0
2013,2,5,2,1,2815,2838,attached,479,0,True,False,True,True,6620,Michael Passage,,North Erinville,11510,476283.0
2013,2,4,2,1,2273,2375,attached,436,0,True,False,True,True,95,Clark Via,,North Erinville,11510,466201.0
2013,2,4,2,1,2283,2356,attached,429,0,True,False,True,True,42271,Torres Inlet,,North Erinville,11510,461160.0
2013,2,3,2,1,2265,2356,attached,436,0,False,False,True,True,7383,Karen Wells,,Coletown,11631,549364.0
2014,2,3,2,1,2137,2191,attached,429,0,False,False,True,True,2313,Klein Point,,Coletown,11631,541803.0
2015,2,4,2,0,2245,2260,attached,428,0,False,False,True,True,393,Klein Point,,Coletown,11631,548098.0
2015,2,4,2,1,2530,2653,attached,422,0,False,False,True,True,9536,Pace Walks,,Coletown,11631,602279.0
2013,2,3,2,1,2140,2192,attached,429,0,False,False,True,True,86080,Pace Walks,,Coletown,11631,573302.0
2013,2,3,2,1,2255,2354,attached,432,0,False,False,True,True,2519,Michael Drive,,Coletown,11631,516600.0
2015,2,3,2,1,1718,1763,attached,440,0,False,False,True,True,876,Rebecca Way,,Coletown,11631,456123.0
2015,2,3,2,1,1725,1761,attached,439,0,False,False,True,True,85428,Michael Drive,,Coletown,11631,457377.0
2016,2,4,2,1,2167,2157,attached,440,0,False,False,True,True,365,Day Roads,,Coletown,11631,519750.0
2014,2,4,2,1,2058,2058,attached,441,0,False,False,True,True,8152,Stanley Islands,,Coletown,11631,511556.0
2013,2,4,2,1,2062,2054,attached,440,0,False,False,True,True,28448,Ho Cliffs,,Coletown,11631,521012.0
2014,2,4,2,1,2528,2651,attached,425,0,False,False,True,True,18559,Pace Walks,,Coletown,11631,574564.0
2015,2,5,3,0,3103,3133,attached,634,0,True,False,True,True,684,Debra Lodge,,West Gregoryview,10750,616137.0
2016,1,4,2,1,2727,2739,attached,691,0,True,False,True,True,72643,Debra Lodge,,West Gregoryview,10750,600394.0
2014,1,4,2,1,2729,2743,attached,763,0,True,False,True,True,730,Olivia Inlet,,West Gregoryview,10750,561332.0
2015,1,4,2,1,2722,2741,attached,765,0,True,False,True,True,295,Tiffany Spring,,West Gregoryview,10750,591568.0
2015,2,4,3,0,2398,2430,attached,587,0,True,False,True,True,295,Robert Drive,,West Gregoryview,10750,563222.0
2015,2,4,3,0,2400,2432,attached,586,0,True,False,True,True,5893,Robert Drive,,West Gregoryview,10750,549363.0
2016,1,3,2,0,1953,1970,attached,417,0,True,False,True,True,46228,Whitney Parks,,West Gregoryview,10750,589050.0
2014,2,4,3,0,2392,2428,attached,586,0,True,False,True,True,613,Jackson Spurs,,West Gregoryview,10750,544320.0
2014,2,4,3,0,2783,2813,attached,711,0,True,False,True,True,82,Jackson Spurs,,West Gregoryview,10750,589051.0
2014,2,4,3,0,2787,2813,attached,712,0,True,False,True,True,50645,Jackson Spurs,,West Gregoryview,10750,572041.0
2015,2,4,3,0,2785,2818,attached,715,0,True,False,True,True,4373,Robert Drive,,West Gregoryview,10750,602280.0
